,Region,Sub Region,Country,Drug Group,Drug,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
2776,,,,,Non-specified opioids,,,,,,,,,,,,,,,,,,,,,0.365000005438924,,,,,,,,,,,,,,,,,,
2777,,,,,Non-specified sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0161999996379018,,,,,,,0.378229991545901
2778,,,,,Other coca/cocaine type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.4,,,,
2779,,,,,Other Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.09,8.46,3.71,0.15,,,1.0025000000372528
2780,,,,,Other illicit opioids,,,,,,,,,,,,,,,,4.32999992370605,,,,,0.091250001359731,,,,,,,,,,,,,,,,,,
2781,,,,,Other miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.806,,,,
2782,,,,,Other NPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.036,12.0,,,,,,
2783,,,,,Other Plant-based substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.024,0.07,,,,,,
2784,,,,,Other substances not under int. control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.8,,,,
2785,,,,,Pharmaceutical opioids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01500000004470348,,,0.262,,0.066,0.3,,,0.0270000004023314
2786,,,,,Piperazines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.440000006556511,,,,,,,
2787,,,,,Plant-based NPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,187.8,28.0,,1.08
2788,,,,,Poppy plants,,,,,,,,,,,65.2900009155273,,,,61.2700004577637,18.5599994659424,48.5,,,,,1415.0,,,,,,,,,,,,,,,,,
2789,,,,,Sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0139999996870756,,,,,,
2790,,,,,Synthetic cannabinoids (Spice),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.675,,12.5,,,0.374,0.11,3.41
2791,,,,,Synthetic cannabinoids under international control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.725,0.21,77.0,,0.5,,,
2792,,,,,Synthetic cathinones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.933739999938757,,,,,,,
2793,,,,,Tryptamines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,,,,
2794,,,Croatia,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,,0.555,2.124,0.931,28.026,3.814,7.176,14.312,11.604,7.885,15.038,12.767,6.19,23.04,3.35,12.6,25.49,31.0,23.35,38.15,36.5
2795,,,,,Methamphetamine,,,,,,,,,,,,,,,,,,,,0.0018,,,,,,,,,,0.00046,0.005,,0.0009,,0.2,0.5,0.015,0.005,0.07873
2796,,,,,Non-specified ATS,,,,,,,,,,,,,,,1.0345,0.43475,0.51875,1.65399999523163,3.0414999856948848,4.41025,,,,,,,,,,,,,,,,,,,
2797,,,,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,,,,,,0.499000012874603,1.11899995803833,9.22799968719482,0.0560000017285347,1.52499997615814,563.008972167969,6.42600011825562,1.807,913.127,1.487,3.365,350.769,17.595,8.963,5.64,104.703,28.632,6.713,,,,,,,,,
2798,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.777,4.394,5.63,9.1,6.22,15.0,13.2,465.95,108.973
2799,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,,,,,,,0.00400000018998981,,4.179091,2.704309,3.497526,29.981272,8.08664,7.330008,9.105871,4.42814,3.417039,2.95932,0.665305,0.585089,,1.06,0.89,6.35,11.0,10.01,8.55,12.275
2800,,,,Hashish (resin),Hashish (resin),,,,,,,,,,,,,3.51999998092651,0.442999988794327,5.85300016403198,3.28099989891052,3.10400009155273,3.25699996948242,2.87800002098084,6.555,1.041,4.559,2.107,2.281,5.893,53.035,12.086,4.493,4.845,112.945,3.412,2.712,23.15,5.05,2.381,16.0,7.38,7.86,49.538
2801,,,,Heroine and Morphine,Heroin,,,,,,,,,,,,,2.06800007820129,5.32000017166138,12.0699996948242,38.2939987182617,2.27300000190735,3.03999996185303,50.0950012207031,13.232,7.041,19.569,46.359,85.727,114.431,27.068,81.797,73.508,152.571,59.009,97.927,33.155,29.74,10.43,45.65,157.0,120.3,27.15,5.227
2802,,,,,Illicit morphine,,,,,,,,,,,,,0.00110000001639128,,,0.010300000153482,0.00170000002533197,,0.00790000011771917,0.0652000009715557,0.00270000004023314,,,,,,,,,,,,,,,,,,
2803,,,,Marijuana (herb),Marijuana (herb),,,,,,,,,,,,,31.4160003662109,77.9000015258789,52.9550018310547,35.0130004882813,40.6510009765625,135.86799621582,20342.876953125,200.898,797.501,737.911,608.07,435.037,428.235,983.222,202.445,239.316,220.691,445.103,421.754,395.981,1069.8,1046.0,2001.73,485.0,1320.5,2409.0,4687.415
2804,,,,Opium,Opium,,,,,,,,,,,,,0.00400000018998981,13.8000001907349,0.0140000004321337,0.00700000021606684,,2.0010000000474975,8.60000038146973,0.103,1.511,,,,,,,,,,,,,,,,,,
2805,,,,Other drugs,Benzodiazepines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272919993899763,0.586609986888245,0.311139993045479,,0.297099993359297,0.604809986481443,0.25711999425292
2806,,,,,Cannabis oil,,,,,,,,,,,,,,,,,,,0.00800000037997961,,,,,,,2.0,,,,,,,,,,,,,
2807,,,,,Cannabis plants,,,,,,,,,,,,,487.7,,389.9,690.2,460.2,3171.0,513.1,305.0,173.9,284.3,182.8,349.6,220.7,296.0,269.9,288.6,27181.9,533.6,376.6,413.6,670.3,395.7,360.2,568.7,1005.1,740.5,361.4
2808,,,,,Cannabis seed,,,,,,,,,,,,,0.0299999993294477,,,0.888199980147183,13.0640001296997,0.380369991498068,0.2943299939800052,1.038539996188134,0.104369997667149,,,,,,,,,,,0.0751799983195961,,,,,,,0.945
2809,,,,,Coca leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032
2810,,,,,Depressants (excluding Methaqualone),,,,,,,,,,,,,0.0132599997036159,,,,,0.0491499989014119,0.0435799990259111,0.0833499981369823,0.0477799989320338,,,,,,,,,,,,,,,,,,
2811,,,,,LSD,,,,,,,,,,,,,5.49999986105831e-07,,1.11499997183273e-05,1.93499995111779e-05,8.59999978274573e-06,5.69999985600589e-06,4.29999989137286e-06,1.23499996880128e-05,1.15499997082225e-05,7.69999980548164e-06,9.5999997574836e-06,6.99999982316513e-07,2.99999992421363e-06,1.04999997347477e-06,1.04999997347477e-06,1.07499997284322e-05,3.26499991751916e-05,1.04999997347477e-06,4.99999987368938e-06,,4.30999989112024e-05,7.39999981306028e-06,0.000102549997409369,4.86999987697345e-05,1.00999997448525e-05,4.77499987937335e-05,1.85999995301245e-05
2812,,,,,Non-specified,,,,,,,,,,,,,,,0.0212899995241314,0.0368499991763383,0.0443799990080297,0.0355399992056191,0.0625199986025691,0.00634999985806644,0.0545799987800419,,,,,,,,,,,0.579649987043813,0.0708799984157085,0.133979997005314,0.204869995420799,,,,
2813,,,,,Non-specified hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0778000011593103,,,,,,,
2814,,,,,Other illicit opioids,,,,,,,,,,,,,,,,,,,,,0.000725000010803342,,0.101175001507625,,,27.0,,,,,,,,,,,,,
2815,,,,,Other substances not under int. control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00530999988131225,,,,
2816,,,,,Pharmaceutical opioids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279300004161894,0.134050001997501,0.0813500012122095,,,,,
2817,,,,,Poppy plants,,,,,,,,,,,,,59.2,,13.0100002288818,150.00600000005215,,76.9,350.4,620.6,53.507,,,,,,,,,,,,,,,,,,
2818,,,,,Poppy seed,,,,,,,,,,,,,,,,,14.0,,,0.002,,,,,,,,,,,,,,,,,,,
2819,,,Kosovo under UNSCR 1244,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,,,,,,,,,,,,,,,0.0346,1.406,8.482,0.0105,3.785,1.721,,2.15,1.446,,,,,,,,,
2820,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,2.7,7.4,3.9,21.1,0.54,,,
2821,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,,,,,,,,,,,,,,,0.0395,,,0.04,2.169,0.001626,0.189429,0.041463,0.028997,0.014092,0.071815,,,
2822,,,,Hashish (resin),Hashish (resin),,,,,,,,,,,,,,,,,,,,,,,,,0.9457,0.206,0.3816,,,336.0,0.002,,0.55,,,,,,
2823,,,,Heroine and Morphine,Heroin,,,,,,,,,,,,,,,,,,,,,,0.8154,6.1092,46.782,23.2828,36.4746,14.6471,47.0,44.6443,36.1212,55.6,60.2,94.1,22.5,9.6,9.6,,,
2824,,,,Marijuana (herb),Marijuana (herb),,,,,,,,,,,,,,,,,,,,,,30.7157,48.0468,30.8185,23.2877,55.3041,66.6356,,177.4903,43.64437,199.3,216.7,1237.9,85.1,737.9,462.0,,,
2825,,,,Other drugs,Cannabis plants,,,,,,,,,,,,,,,,,,,,,,,,,,3115.8,3668.6,2171.2,924.9,3349.7,972.4,360.4,1058.0,151.2,693.0,255.7,,,
2826,,,,,Cannabis seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0516499988455325,0.00140999996848404,,,
2827,,,,,Non-specified,,,,,,,,,,,,,,,,,,,,,,1.4853,10.043,2.177,2.179,22.189,23.7999,,0.0124,2.4548,1.3,5.4,0.9,0.05,0.69,,,,
2828,,,,,Non-specified precursors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.235,,,,
2829,,,Montenegro,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1209,0.406,,,,,0.121,0.033345,
2830,,,,,Methamphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39444999999999997
2831,,,,,Non-specified ATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215,,,,,,0.544,1.5755000000000001,,,0.2162
2832,,,,,Other stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,154.0
2833,,,,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,,,,,,,,,,,,,,,,,,,,0.069,0.40947,7.745,1.419,,,,,,,,,
2834,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.3389,0.41,0.08,227.9,33.921,0.337,1.64334,34.897
2835,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089972,0.656091,0.1143,,,,,,,,0.448386,0.078861,0.020705
2836,,,,Hashish (resin),Hashish (resin),,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.009,0.01312,,0.0107,0.10702,0.0068,0.001,0.002,0.047,0.112,2.04255,8.146
2837,,,,Heroine and Morphine,Heroin,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,9.1,18.028,18.028,8.4,3.76834,8.04,7.18,2.43,4.634,33.38,17.926585,1.782
2838,,,,Marijuana (herb),Marijuana (herb),,,,,,,,,,,,,,,,,,,,,,,,,,,936.7,278.7,327.365,921.077,658.0,804.26026,1022.3476,1338.38084,776.2,197.46,2783.53,3336.41152,3203.42
2839,,,,Other drugs,Benzodiazepines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00041999999061226854,0.006889999924227595,
2840,,,,,Cannabis oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.68458,0.0001
2841,,,,,Cannabis plants,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,5.8,16.8,5.0
2842,,,,,Cannabis seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00163999996334314,,
2843,,,,,Non-specified hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00140000002086163,0.00140000002086163,
2844,,,,,Other Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,,,,,0.024,,
2845,,,,,Other sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,,,
2846,,,,,Pharmaceutical opioids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,0.0342,0.00285000004246831,0.00575000008568168,0.007900000117719182
2847,,,North Macedonia,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,,,,,7.015,,,,,,,0.035535,2.821456,2.77288,0.501265,0.9499390000000001,1.013795,0.47504799999999997,0.335,365.333007,0.26
2848,,,,,Methamphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.509175,0.000791,0.126,,0.03265,0.01835,0.260625,,0.27,0.0644
2849,,,,,Non-specified ATS,,,,,,,,,,,,,,,,,0.0105,,,,,,,,101.653,0.004,,,,,,,,,,,,,
2850,,,,,Other stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02071,,,,
2851,,,,,Prescription stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,
2852,,,,Cocaine,"Cocaine (base, paste and salts)",,,,,,,,,,,,,,,,,13.7440004348755,0.011,0.0399999991059303,2.955,4.689,5.8601,0.342,,0.17645,11.97545,,486.0,0.176,0.06546,,,,,,,,,
2853,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,1.5,0.175,0.01578,0.31,0.07,,0.267,0.59
2854,,,,,Non-specified cocaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,
2855,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,,,,,,0.017615,0.049864,0.213277,1.499172,0.07588,0.012195,4.972411,,0.049593,0.774247,0.373167,0.504602,0.07859,3.424356,,,0.056368,0.038482,0.339563,0.098373,0.13,0.322219,0.137912
2856,,,,Hashish (resin),Hashish (resin),,,,,,,,,,,,,,,,,2.53399991989136,,1.164,0.089,427.519,309.8462,258.406,423.504,653.473,7.784,0.016,0.851,0.03,0.12379,,,22.905,0.00415,5.1,0.49,0.016,0.30694,0.92
2857,,,,Heroine and Morphine,Heroin,,,,,,,,,,,27.973,31.103,38.0,78.263,104.112,110.34,29.155,15.425,91.6719970703125,14.375,90.789,110.88248,28.572,66.145,270.475,143.3222,173.6,58.7,64.3,212.6,37.0,23.7,71.4,17.4,24.3,7.34,,9.294,1.97
2858,,,,,Illicit morphine,,,,,,,,,,,8.2,,,,,,,,,,,,,,,0.0093000001385808,,,12.1,,,,,,,,,,
2859,,,,Marijuana (herb),Marijuana (herb),,,,,,,,,,,0.76,13.1,12.0,10.425,18.094,10.107,131.4,57.989,1136.751953125,698.098,1333.399,99.11521,29.234,180.681,610.664,203.17462,712.8,206.3,121.1,678.0,638.7,286.4,825.1,1197.5,723.4,246.48,808.57,1769.10475,1532.4
2860,,,,Opium,Opium,,,,,,,,,,,3.347,20.804,22.0,1.807,20.5,9.964,2.0,44.783,19.9850006103516,12.239,27.395,3.4939,22.93,17.947,5.734,0.674000026464462,2.7,,8.6,0.0,,,0.08,,,,,0.18,
2861,,,,Other drugs,ATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001099999991282821,,,,
2862,,,,,Benzodiazepines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021899999510496797,,,,,
2863,,,,,Caffeine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,
2864,,,,,Cannabis oil,,,,,,,,,,,,,,,,,,,,,,,,,0.893899977207184,7.7,,,,,,,,,,,7.2e-05,0.598,2.63536958099365
2865,,,,,Cannabis plants,,,,,,,,,,,,,,,,10.7,,,145.7,15126.2,,60.6,81.5,85.8,46.7,307.7,14.2,441.3,26.8,67.7,410.8,124.7,275.5,142.1,118.7,236.2,241.4,388.0,81.9
2866,,,,,Cannabis seed,,,,,,,,,,,,,,,,,,,0.14008000525087116,0.10995999984443187,,0.12185999995842575,0.00297999993339181,0.2282599997483194,0.21701317000002035,,,,,,,,,0.09062,0.14,0.455,,0.10653999994322658,0.82
2867,,,,,Coca leaf,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,,,,,Depressants (excluding Methaqualone),,,,,,,,,,,,,,,,,,,,,,,9.99999977648258e-05,,,2.85199997608364,,,,,,,,,,,,,
2869,,,,,LSD,,,,,,,,,,,,,,,,,,,,,,,,,1.44999996336992e-06,,,,,,,,,,0.0,,,5.0,0.0
2870,,,,,Methaqualone,,,,,,,,,,,,,,,,,,,,,,,0.00075,,,,,,,,,,,,,,,,
2871,,,,,Non-specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65713,,,,,
2872,,,,,Other Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2873,,,,,Other illicit opioids,,,,,,,,,,,,,,,,,,,,6.241375000050292,,,,,,,,,,,,,,,,,,,
2874,,,,,Other miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,
2875,,,,,Other Plant-based substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,
2876,,,,,Other substances not under int. control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000199999995529652,,,,,,,,,
2877,,,,,Pharmaceutical opioids,,,,,,,,,,,,,,,,,,,,,,0.00225000003352761,,,0.0618000009208918,0.0599999986588955,,,,0.345999985933304,,,,0.05150000000745058,0.13780000004172327,0.35740000152587903,,,
2878,,,,,Poppy plants,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,,,,,,,,,,,,,
2879,,,,,Poppy seed,,,,,,,,,,,,,,,,,,,,,,0.000128000006079674,,,,,,1.0,,,,,,,,,,,
2880,,,,,Solvents and inhalants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,
2881,,,Romania,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,,2.668138,3.96451,,0.999,0.363308,0.036329,3.904353,1.059,0.058696,0.19215400000000002,0.11974599999999999,0.529451,2.247695,0.299752,0.273233,3.847581,0.379718,1.855476,1.7166709999999998,3.042178
2882,,,,,Methamphetamine,,,,,,,,,,,,,,,,,,,,,0.0459,,,,0.027,,,,,0.03672,,24.348,3.267,,,0.000225,0.02016,,0.02412
2883,,,,,Non-specified ATS,,,,,,,,,,,,,,,,0.0035,2.855,0.82225,,,,11.663,,,,,,,,,,,0.002,0.00298,0.0001,0.32348,0.12890000000000001,,
2884,,,,,Other stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9735,1.8639999999999999,0.33425,0.20581,0.57895,,,0.06176,0.00279
2885,,,,,Prescription stimulants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0235,,,,,2.651,,0.07964,48.71788
2886,,,,Cocaine,"Cocaine (base, paste and salts)",,,,,,0.0130000002682209,,,,,,13.1700000762939,17.6660003662109,105.657997131348,,16.0900001525879,712.611022949219,69.5559997558594,1.20299994945526,9.67,13.14,2.524,2.72,12.68,24.579,109.71,10.715,46.695,3.915,1283.207000003159,,,,,,,,,
2887,,,,,Cocaine salts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5736,161.039,54.703,53.33958,34.0889,71.28635,2321.345,8.176,34.61551
2888,,,,Ecstasy,Ecstasy-type substances,,,,,,,,,,,,,,,,,,,0.296203,,2.966095,18.21391,5.309317,18.993848,2.103773,10.640941,4.692094,8.589616,14.2580915,3.199748,0.821748,2.1369740000000004,3.5101109999999998,7.4942459999999995,86.199486,3.881364,4.109477,6.027,15.672732
2889,,,,Hashish (resin),Hashish (resin),0.157000005245209,21.0,0.0439999997615814,2.1029999256134,0.046000000089407,2.5040500001609325,0.0020000000949949,0.0031350000314414477,0.6042699723541739,0.017000000923872,,0.277999997138977,1.99899995326996,10098.791015625,350.546997070313,36.4570007324219,4851.52783203125,1309.7919921875,1.67299997806549,43.53,340.81,13871.0,38.58,2.06,43.056,15.49,10.097,5.365,33.429,37.019455000177025,62.278,17.572,27.263,24.86088,15.21414,5.15215,34.85646,5.85278,8.3642
2890,,,,Heroine and Morphine,Heroin,,6.32399988174438,1.65900003910065,3.44700002670288,0.00800000037997961,,15.3000001907349,,,0.00100000004749745,,12.3719997406006,6.73400020599365,97.1340026855469,348.975006103516,54.484001159668,103.34700012207,117.921997070313,412.326995849609,63.63,52.94,41.77,202.18,320.7,65.406,285.7,32.636,129.903,385.23,85.04649499998894,108.19,12.191,45.217,111.55897,25.78738,334.19535,3.79349,3.50285,4.73795
2891,,,,,Illicit morphine,,,,,,,,,,,,,,,0.0288000004291534,0.00510000007599592,0.00740000011026859,0.00710000010579824,0.00860000012814999,0.0132000001966953,0.112,0.0248000003695488,0.0414000006169081,0.0101000001505017,0.0118930002077371,,,0.0205000003054738,0.0383000005707145,0.03910000014454126,,,0.023930000075995918,8e-05,0.10750000000745058,0.00260000002384186,0.030100000000000002,1.029800002485514,0.09290000013262034
2892,,,,Marijuana (herb),Marijuana (herb),,,0.0590000003576279,,0.00499999988824129,0.00499999988824129,,,,0.172000005841255,,,0.11599999666214,1182.0,1228.85095214844,4.58900022506714,1737.21301269531,40.1860008239746,7.47800016403198,4.53,321.0,155.0,14880.0,70.03,90.097,494.55,1116.965,2114.72,208.66,198.6425,80.823,251.527,335.08586,164.76064,144.67503,179.75718,142.64615,275.505,266.0833
2893,,,,Opium,Opium,,,,,,,0.540000021457672,,,0.00300000002607703,,10.0,3.98900008201599,1.10800004005432,0.193000003695488,1.00300002098083,1.44200003147125,2.48799991607666,0.727999985218048,2.47,0.06,15.53,0.794,0.57,7.913,6.25,2.085,7.041,2.221,0.04458,0.097,,9.788,,0.68519,,0.54352,0.01745,0.01879
2894,,,,Other drugs,Barbiturates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014100000000000001,0.0010399999991059304,0.0019099999953061338,0.002199999984353781,8.99999979883432e-05,0.00283999993652105,0.000609999986365438,0.0100599998164922,0.019549999786540873
2895,,,,,Benzodiazepines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041489999676123296,0.0312899995017797,0.025119999546036102,0.00657999985672534,0.072209998447001,1.4182899684172101,0.027339999558776598,0.1461799968519802,1.46243997151405
2896,,,,,Cannabis oil,,,,,,,,,,,,,,,,36.1829986572266,,,,,,,1.0,,,,,,,,,,0.00128,,,0.031,0.0182,0.09,0.0015
2897,,,,,Cannabis plants,,53.0,,,,,0.0850000008940697,0.3370000004768372,,,,,,,,0.9,,,215.923004150391,,,,24710.0,,164.658,,,,,0.8,28.835,89.7,329.032,969.45563,217.44475,293.23,100.94557,196.185,
2898,,,,,Coca leaf,,,,,,,,,,,,,,,,,,,,,,,,,0.019,,,,,3.18293,0.0258,0.205,0.363,,,,0.49702,0.24,
2899,,,,,Depressants (excluding Methaqualone),,,,,,,,,,,,,,,,,,,,,,0.0596099986676127,0.336859992470592,0.82622998153232,0.2421199991032481,4.188399996548891,0.0118599997349083,0.00759999983012676,0.0137199996933341,0.01302999979235232,,,,,,,,,
2900,,,,,GHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,0.008,,0.5,0.04527,0.184,
2901,,,,,Ketamine and phencyclidine-type substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.057,0.00269,0.00406,0.14865,0.00282,0.52034,0.15517
2902,,,,,LSD,,,,,,,,,,,,,,,,6.49999983579619e-07,,,,4.99999987368938e-08,4.99999987368938e-08,,0.00110019997220661,,0.000625149984207383,,2.94999992547673e-06,4.49999988632044e-07,3.54999991031946e-06,1.57499996021215e-05,9.49999976000981e-07,0.006003249999917898,,9.99999974737875e-08,2.54499993570789e-05,3.34999991537188e-06,4.95499987482617e-05,1.43999996362254e-05,0.0020571999985550065
2903,,,,,Methaqualone,,,,,,,,,,,,,,,,,,,0.481,2.12175,0.99525,0.00075,,,0.0165,,,,,,,,,,,,,,
2904,,,,,Non-specified,,,,,,,,,,,,,,,,,,,0.010029999775812,,,,,,,,,,,,,,,,,,,,
2905,,,,,Non-specified hallucinogens,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,0.00187,,,,,,,,,
2906,,,,,Non-specified substances not under int. control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.024,,,,,,,,
2907,,,,,Other Hallucinogens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93571,5e-05,,,0.00293,0.00017
2908,,,,,Other illicit opioids,,,,,,,,,,,,,,,,,,,0.487350007262081,0.000650000009685755,0.8496749739181247,,0.046,,0.1185650000629574,,,,,,,,,,,,,,
2909,,,,,Other NPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4187,,0.0745,,,0.0001
2910,,,,,Other Plant-based substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05548,0.44,0.16544,0.242,0.07318,0.18008,0.14981,0.18134999999999998,0.12858
2911,,,,,Other sedatives and tranquillizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000169999996200204,0.001019999994859099,0.11794999825768171,0.640109985713884
2912,,,,,Other substances not under int. control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0212899995241314,0.030069999998435376,,0.333139993112534
2913,,,,,Other types of cannabis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.463,,,,55.43357,,,377.7429
2914,,,,,Pharmaceutical opioids,,,,,,,,,,,,,,,,,,,,,,,,534.0,0.16160000221878298,,0.188750002812594,0.268150003995746,0.206350003041327,0.39217000521913203,0.562950008358806,,0.037660000526010956,0.3147200036992133,2.90892004292875,0.0629900008963048,0.15246000224262518,0.0656000009149312,1.1542500154256818
2915,,,,,Phenethylamines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2036,0.623,,,,0.0001599999966472387,,0.017469999998658895,0.000479999995306134
2916,,,,,Piperazines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01540002249181,0.128000001564622,0.00890000013262033,0.00400000005811453,1.44600002154708,0.00300000004172325,0.000510000004470348,,
2917,,,,,Plant-based NPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.4218,247.71509,454.00852,,
2918,,,,,Synthetic cannabinoids (Spice),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.865,1.07977,0.53112,0.97299,0.59953,0.02572,0.19675,0.06812
2919,,,,,Synthetic cathinones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43957,0.079,,
2920,,,,,Tryptamines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.19005,4.964300549999986,1.41558,1.99999994947575e-07,0.3168901499999962,0.03384
2921,,,Serbia,ATS (excluding ecstasy),Amphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.218,16.979,,6.3108189999999995,,,22.126753,22.714609000000003,25.52,23.854481,57.6423,54.09
2922,,,,,Methamphetamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138,,,4.2
